ID;País;Ciudad;Tipo de Turismo;Atracción Principal;Nro de Visitantes Anuales;Gasto Promedio ($);Duracion Promedio (dias);Temporada Alta;Transporte Principal;Clima;Idioma;Moneda;Alojamiento Popular;Actividad Destacada;Seguridad;Requisitos de Visa;Valoracion (1-5);Fecha de Visita;Edad del Viajero;Motivo del Viaje
150;México;Cancún;Cultural;Playas del Caribe;11392995;4927;13;Todo el año;Ferry;Tropical;Español;Peso;Airbnb;Senderismo;Alta;No para UE;5;09/05/2020;48;Vacaciones
151;Japón;Tokio;Religioso;Akihabara;26418036;1706;4;Otoño;Taxi;Tropical;Japonés;Yen;Hoteles;Surf;Alta;No;3;10/05/2022;36;Aventura
152;México;Cancún;Aventura;Playas del Caribe;34477134;4944;14;Primavera;Avión;Tropical;Español;Peso;Hostales;Exploración;Alta;No;5;11/11/2020;67;Vacaciones
153;Australia;Sidney;Tecnológico;Ópera de Sidney;32463351;3308;7;Otoño;Tren;Desértico;Inglés;Dólar Australiano;Ryokan;Religión;Alta;No para UE;3;05/04/2022;29;Aventura
154;EE.UU.;Nueva York;Histórico;Times Square;32776788;4130;7;Otoño;Avión;Templado;Inglés;Dólar;Camping;Religión;Alta;No para UE;1;19/04/2023;29;Vacaciones
155;México;Cancún;Aventura;Playas del Caribe;49140281;2772;11;Primavera;Bicicleta;Desértico;Español;Peso;Camping;Exploración;Alta;No;2;30/09/2019;23;Aventura
156;Italia;Roma;Gastronómico;Coliseo;45214556;2950;9;Invierno;Metro;Tropical;Italiano;Euro;Airbnb;Exploración;Baja;No para UE;5;12/08/2019;69;Negocios
157;Australia;Sidney;Tecnológico;Ópera de Sidney;41808344;3708;15;Primavera;Bus;Desértico;Inglés;Dólar Australiano;Ryokan;Religión;Baja;Si;3;18/10/2023;31;Vacaciones
158;Italia;Roma;Cultural;Coliseo;27935833;4245;3;Verano;Taxi;Tropical;Italiano;Euro;Ryokan;Gastronomía;Media;Si;2;22/12/2019;25;Aventura
159;Egipto;El Cairo;Cultural;Pirámides de Giza;23955221;2501;2;Otoño;Taxi;Continental;Arabe;Libra Egipcia;Cabañas;Religión;Baja;Si;5;28/10/2019;35;Estudio
160;México;Cancún;Histórico;Playas del Caribe;41824661;4553;8;Verano;Bus;Tropical;Español;Peso;Airbnb;Museos;Baja;Si;4;08/08/2021;35;Luna de Miel
161;Italia;Roma;Urbano;Coliseo;16962226;4047;8;Otoño;Metro;Templado;Italiano;Euro;Hostales;Religión;Alta;No para UE;2;28/01/2020;20;Estudio
162;Japón;Tokio;Histórico;Akihabara;23048721;4207;3;Invierno;Bicicleta;Continental;Japonés;Yen;Camping;Gastronomía;Baja;No para UE;4;15/12/2019;41;Estudio
163;España;Barcelona;Cultural;Sagrada Familia;19811787;838;15;Otoño;Taxi;Húmedo;Español;Euro;Airbnb;Museos;Media;No;1;03/08/2021;57;Aventura
164;España;Barcelona;Playa;Sagrada Familia;41608534;2832;9;Otoño;Ferry;Desértico;Español;Euro;Airbnb;Religión;Alta;No para UE;2;07/12/2019;30;Negocios
165;Egipto;El Cairo;Tecnológico;Pirámides de Giza;16138795;2257;2;Invierno;Bicicleta;Húmedo;Arabe;Libra Egipcia;Hoteles;Exploración;Alta;No;4;05/11/2020;39;Aventura
166;Japón;Tokio;Religioso;Akihabara;42742117;4848;6;Primavera;Taxi;Continental;Japonés;Yen;Cabañas;Senderismo;Media;No;3;20/11/2019;52;Aventura
167;Japón;Tokio;Playa;Akihabara;40795659;1584;2;Verano;Avión;Templado;Japonés;Yen;Hoteles;Anime;Media;No;4;22/01/2024;30;Negocios
168;Brasil;Río de Janeiro;Tecnológico;Copacabana;6587068;4382;4;Todo el año;Ferry;Tropical;Portugués;Real;Camping;Religión;Alta;Si;2;28/09/2019;47;Aventura
169;Francia;París;Aventura;Torre Eiffel;30348443;1818;12;Otoño;Avión;Templado;Francés;Euro;Camping;Exploración;Alta;Si;3;03/07/2022;51;Negocios
170;Francia;París;Gastronómico;Torre Eiffel;47975835;3072;8;Primavera;Ferry;Continental;Francés;Euro;Hostales;Exploración;Media;No;3;02/12/2021;64;Aventura
171;EE.UU.;Nueva York;Religioso;Times Square;48924809;3210;11;Verano;Avión;Tropical;Inglés;Dólar;Cabañas;Senderismo;Media;Si;4;25/12/2019;23;Luna de Miel
172;Japón;Tokio;Histórico;Akihabara;39770679;1146;10;Verano;Metro;Desértico;Japonés;Yen;Hostales;Surf;Media;No;4;02/07/2023;56;Vacaciones
173;Egipto;El Cairo;Histórico;Pirámides de Giza;19766158;4209;2;Primavera;Taxi;Húmedo;Arabe;Libra Egipcia;Camping;Gastronomía;Baja;No;2;18/10/2021;62;Vacaciones
174;EE.UU.;Nueva York;Histórico;Times Square;16607824;4231;6;Verano;Taxi;Tropical;Inglés;Dólar;Cabañas;Museos;Baja;No;3;03/07/2019;67;Estudio
175;Egipto;El Cairo;Cultural;Pirámides de Giza;30965823;4628;7;Otoño;Avión;Húmedo;Arabe;Libra Egipcia;Hostales;Exploración;Media;No para UE;2;24/10/2022;26;Luna de Miel
176;España;Barcelona;Cultural;Sagrada Familia;37357795;2364;10;Invierno;Tren;Desértico;Español;Euro;Camping;Senderismo;Baja;No;2;27/11/2023;21;Vacaciones
177;Brasil;Río de Janeiro;Histórico;Copacabana;46302729;600;9;Primavera;Ferry;Tropical;Portugués;Real;Camping;Religión;Media;Si;2;23/11/2019;44;Luna de Miel
178;México;Cancún;Tecnológico;Playas del Caribe;32841612;2607;11;Todo el año;Avión;Continental;Español;Peso;Airbnb;Surf;Alta;No;5;27/01/2020;33;Aventura
179;Japón;Tokio;Histórico;Akihabara;26392770;4671;9;Todo el año;Bicicleta;Templado;Japonés;Yen;Ryokan;Exploración;Alta;Si;3;02/04/2019;35;Estudio
180;Francia;París;Urbano;Torre Eiffel;14342152;4251;12;Invierno;Avión;Húmedo;Francés;Euro;Boutique;Exploración;Alta;No;3;31/12/2023;20;Negocios
181;España;Barcelona;Playa;Sagrada Familia;40795298;4955;2;Verano;Ferry;Continental;Español;Euro;Camping;Exploración;Media;Si;5;18/08/2021;56;Aventura
182;Brasil;Río de Janeiro;Urbano;Copacabana;19878332;3776;10;Otoño;Metro;Desértico;Portugués;Real;Boutique;Gastronomía;Media;Si;2;03/09/2021;47;Negocios
183;Italia;Roma;Cultural;Coliseo;30731761;3658;11;Otoño;Tren;Húmedo;Italiano;Euro;Cabañas;Anime;Media;No;5;15/01/2023;45;Vacaciones
184;Francia;París;Aventura;Torre Eiffel;13939526;2543;6;Invierno;Bus;Tropical;Francés;Euro;Hostales;Museos;Alta;No;4;17/11/2022;39;Negocios
185;Japón;Tokio;Histórico;Akihabara;17582618;4871;2;Todo el año;Metro;Continental;Japonés;Yen;Airbnb;Compras;Alta;No;2;21/09/2022;65;Estudio
186;España;Barcelona;Religioso;Sagrada Familia;6710196;3300;5;Primavera;Tren;Desértico;Español;Euro;Airbnb;Religión;Media;No;1;13/03/2023;58;Negocios
187;Japón;Tokio;Histórico;Akihabara;32946129;4197;6;Todo el año;Avión;Templado;Japonés;Yen;Hoteles;Exploración;Media;No para UE;3;30/11/2023;46;Estudio
188;Tailandia;Bangkok;Aventura;Gran Palacio;41296095;996;4;Verano;Taxi;Templado;Tailandés;Baht;Camping;Religión;Media;No para UE;5;04/08/2020;34;Aventura
189;EE.UU.;Nueva York;Gastronómico;Times Square;23692796;2390;13;Primavera;Metro;Templado;Inglés;Dólar;Resort;Senderismo;Baja;No para UE;4;10/12/2022;53;Negocios
190;Japón;Tokio;Histórico;Akihabara;9600661;2114;4;Otoño;Ferry;Continental;Japonés;Yen;Resort;Exploración;Alta;No;2;28/07/2019;20;Aventura
191;Tailandia;Bangkok;Religioso;Gran Palacio;45035694;1392;2;Todo el año;Taxi;Templado;Tailandés;Baht;Camping;Museos;Baja;Si;3;06/06/2020;63;Negocios
192;EE.UU.;Nueva York;Urbano;Times Square;35439408;3244;12;Invierno;Tren;Desértico;Inglés;Dólar;Boutique;Religión;Alta;No;4;12/08/2020;20;Luna de Miel
193;Egipto;El Cairo;Religioso;Pirámides de Giza;45626762;2526;12;Primavera;Metro;Desértico;Arabe;Libra Egipcia;Hoteles;Compras;Baja;Si;4;27/02/2019;27;Vacaciones
194;México;Cancún;Tecnológico;Playas del Caribe;18555096;2960;12;Invierno;Ferry;Desértico;Español;Peso;Ryokan;Surf;Baja;No;2;23/11/2019;78;Negocios
195;Italia;Roma;Aventura;Coliseo;22053751;3101;5;Todo el año;Taxi;Desértico;Italiano;Euro;Hostales;Museos;Baja;No para UE;3;01/12/2021;63;Luna de Miel
196;Italia;Roma;Tecnológico;Coliseo;30022056;1385;11;Verano;Avión;Continental;Italiano;Euro;Resort;Religión;Alta;No;2;30/12/2019;18;Negocios
197;Francia;París;Playa;Torre Eiffel;47228812;900;4;Todo el año;Ferry;Desértico;Francés;Euro;Resort;Anime;Media;No para UE;3;16/01/2024;80;Negocios
198;España;Barcelona;Urbano;Sagrada Familia;9154445;2582;15;Todo el año;Metro;Continental;Español;Euro;Hostales;Gastronomía;Baja;No para UE;2;28/07/2020;67;Luna de Miel
199;EE.UU.;Nueva York;Cultural;Times Square;29193590;4953;15;Otoño;Avión;Continental;Inglés;Dólar;Cabañas;Museos;Media;Si;2;04/03/2020;29;Vacaciones
200;México;Cancún;Playa;Playas del Caribe;35327368;1800;12;Invierno;Ferry;Templado;Español;Peso;Camping;Compras;Baja;No;1;19/09/2023;59;Vacaciones
201;Francia;París;Aventura;Torre Eiffel;9192020;4789;2;Otoño;Metro;Continental;Francés;Euro;Cabañas;Anime;Baja;No para UE;4;04/01/2024;51;Vacaciones
202;Italia;Roma;Cultural;Coliseo;45252517;3885;3;Otoño;Ferry;Desértico;Italiano;Euro;Airbnb;Anime;Baja;No;4;16/04/2020;55;Luna de Miel
203;España;Barcelona;Urbano;Sagrada Familia;11740108;1253;11;Otoño;Avión;Tropical;Español;Euro;Cabañas;Anime;Baja;No;2;16/12/2021;55;Negocios
204;Australia;Sidney;Gastronómico;Ópera de Sidney;14908120;1278;6;Otoño;Taxi;Desértico;Inglés;Dólar Australiano;Resort;Exploración;Media;No;5;12/03/2019;39;Aventura
205;Tailandia;Bangkok;Religioso;Gran Palacio;25074903;3908;14;Todo el año;Metro;Templado;Tailandés;Baht;Hoteles;Compras;Alta;No;5;27/06/2022;62;Estudio
206;Japón;Tokio;Cultural;Akihabara;16383389;2322;6;Otoño;Ferry;Continental;Japonés;Yen;Hoteles;Senderismo;Baja;Si;1;20/05/2022;42;Estudio
207;Australia;Sidney;Playa;Ópera de Sidney;13734737;2963;3;Primavera;Metro;Húmedo;Inglés;Dólar Australiano;Cabañas;Religión;Baja;No para UE;2;26/11/2019;60;Aventura
208;España;Barcelona;Playa;Sagrada Familia;41082152;1183;11;Invierno;Ferry;Húmedo;Español;Euro;Cabañas;Surf;Media;No para UE;1;03/08/2022;45;Negocios
209;Egipto;El Cairo;Cultural;Pirámides de Giza;35483646;2934;14;Invierno;Bicicleta;Continental;Arabe;Libra Egipcia;Ryokan;Compras;Baja;No;2;18/01/2019;77;Estudio
210;Japón;Tokio;Religioso;Akihabara;29822409;4671;13;Primavera;Avión;Continental;Japonés;Yen;Camping;Exploración;Baja;No para UE;4;06/10/2023;38;Luna de Miel
211;México;Cancún;Histórico;Playas del Caribe;15145787;4555;6;Invierno;Taxi;Tropical;Español;Peso;Hoteles;Exploración;Baja;Si;2;12/02/2019;30;Luna de Miel
212;España;Barcelona;Gastronómico;Sagrada Familia;28957331;3335;15;Verano;Bicicleta;Desértico;Español;Euro;Cabañas;Compras;Alta;Si;2;03/12/2019;27;Vacaciones
213;España;Barcelona;Aventura;Sagrada Familia;41611594;3668;6;Todo el año;Metro;Tropical;Español;Euro;Hostales;Religión;Baja;No para UE;3;28/07/2021;68;Negocios
214;Francia;París;Cultural;Torre Eiffel;12116313;4565;6;Verano;Tren;Tropical;Francés;Euro;Camping;Compras;Baja;No;5;26/01/2023;73;Vacaciones
215;Italia;Roma;Playa;Coliseo;45164223;550;13;Todo el año;Avión;Desértico;Italiano;Euro;Camping;Museos;Media;No para UE;5;05/12/2020;70;Negocios
216;Francia;París;Histórico;Torre Eiffel;34071262;4581;5;Todo el año;Bus;Húmedo;Francés;Euro;Cabañas;Compras;Baja;No para UE;1;26/07/2023;32;Negocios
217;EE.UU.;Nueva York;Playa;Times Square;26701889;3778;3;Todo el año;Ferry;Desértico;Inglés;Dólar;Resort;Religión;Alta;No para UE;5;13/02/2019;50;Luna de Miel
218;EE.UU.;Nueva York;Urbano;Times Square;45454901;3442;15;Verano;Metro;Tropical;Inglés;Dólar;Camping;Gastronomía;Media;No;1;20/06/2022;56;Negocios
219;Egipto;El Cairo;Religioso;Pirámides de Giza;48673735;1972;11;Verano;Bus;Continental;Arabe;Libra Egipcia;Cabañas;Religión;Media;Si;5;29/08/2022;27;Aventura
220;EE.UU.;Nueva York;Aventura;Times Square;23890928;3134;4;Todo el año;Ferry;Continental;Inglés;Dólar;Resort;Religión;Media;Si;3;05/03/2022;31;Vacaciones
221;Italia;Roma;Gastronómico;Coliseo;49181786;2312;15;Todo el año;Bus;Desértico;Italiano;Euro;Hostales;Museos;Baja;No para UE;4;18/03/2021;74;Aventura
222;Brasil;Río de Janeiro;Playa;Copacabana;30363148;1106;9;Otoño;Ferry;Desértico;Portugués;Real;Camping;Exploración;Media;No para UE;3;13/06/2020;58;Estudio
223;Australia;Sidney;Tecnológico;Ópera de Sidney;36651392;975;13;Todo el año;Metro;Desértico;Inglés;Dólar Australiano;Hoteles;Museos;Baja;No;4;28/10/2021;73;Vacaciones
224;Italia;Roma;Cultural;Coliseo;42151934;854;3;Verano;Metro;Templado;Italiano;Euro;Hostales;Surf;Baja;No;5;27/07/2022;19;Negocios
225;México;Cancún;Histórico;Playas del Caribe;8389885;3884;10;Otoño;Avión;Desértico;Español;Peso;Hostales;Senderismo;Media;No para UE;4;05/07/2020;60;Negocios
226;México;Cancún;Histórico;Playas del Caribe;18515104;3948;15;Todo el año;Ferry;Templado;Español;Peso;Boutique;Gastronomía;Alta;Si;5;18/02/2019;35;Luna de Miel
227;Japón;Tokio;Histórico;Akihabara;12505794;4055;8;Todo el año;Tren;Tropical;Japonés;Yen;Resort;Senderismo;Alta;No;1;16/07/2020;69;Vacaciones
228;EE.UU.;Nueva York;Histórico;Times Square;37833719;646;9;Todo el año;Ferry;Templado;Inglés;Dólar;Boutique;Religión;Baja;No;3;22/04/2020;73;Luna de Miel
229;Francia;París;Gastronómico;Torre Eiffel;13966294;791;7;Otoño;Avión;Húmedo;Francés;Euro;Cabañas;Gastronomía;Alta;No;4;10/03/2019;39;Luna de Miel
230;España;Barcelona;Histórico;Sagrada Familia;24414437;1163;5;Verano;Taxi;Húmedo;Español;Euro;Resort;Anime;Baja;Si;3;15/10/2023;41;Aventura
231;EE.UU.;Nueva York;Histórico;Times Square;48120621;2320;9;Otoño;Bus;Húmedo;Inglés;Dólar;Cabañas;Museos;Baja;Si;3;01/04/2022;48;Negocios
232;Italia;Roma;Histórico;Coliseo;43960767;3893;5;Todo el año;Metro;Húmedo;Italiano;Euro;Resort;Anime;Alta;Si;5;08/02/2024;31;Negocios
233;Brasil;Río de Janeiro;Urbano;Copacabana;41499863;3942;5;Primavera;Avión;Templado;Portugués;Real;Boutique;Museos;Media;No;2;10/03/2020;70;Estudio
234;México;Cancún;Urbano;Playas del Caribe;49189366;2549;14;Verano;Metro;Templado;Español;Peso;Ryokan;Anime;Baja;No;5;23/02/2021;28;Vacaciones
235;Italia;Roma;Aventura;Coliseo;39158570;2611;14;Primavera;Ferry;Continental;Italiano;Euro;Hostales;Surf;Baja;Si;5;25/06/2023;49;Estudio
236;España;Barcelona;Religioso;Sagrada Familia;49136380;4255;13;Otoño;Metro;Tropical;Español;Euro;Boutique;Surf;Alta;No para UE;2;02/07/2019;37;Negocios
237;Francia;París;Aventura;Torre Eiffel;18658110;3893;5;Verano;Taxi;Templado;Francés;Euro;Cabañas;Exploración;Media;No para UE;1;06/05/2023;69;Vacaciones
238;Italia;Roma;Histórico;Coliseo;40752377;4726;12;Otoño;Taxi;Húmedo;Italiano;Euro;Resort;Anime;Alta;Si;1;09/11/2021;67;Luna de Miel
239;México;Cancún;Cultural;Playas del Caribe;43837736;2207;8;Primavera;Taxi;Desértico;Español;Peso;Cabañas;Religión;Baja;No;1;30/10/2023;35;Aventura
240;Italia;Roma;Histórico;Coliseo;39999936;2778;13;Verano;Taxi;Tropical;Italiano;Euro;Ryokan;Gastronomía;Baja;No;1;18/09/2021;49;Vacaciones
241;Italia;Roma;Playa;Coliseo;48087759;2441;12;Invierno;Bus;Continental;Italiano;Euro;Boutique;Gastronomía;Alta;No para UE;2;05/03/2019;60;Vacaciones
242;Tailandia;Bangkok;Histórico;Gran Palacio;8577588;3607;4;Otoño;Bicicleta;Desértico;Tailandés;Baht;Resort;Museos;Baja;Si;4;06/02/2024;42;Luna de Miel
243;España;Barcelona;Gastronómico;Sagrada Familia;23525106;2392;3;Invierno;Tren;Templado;Español;Euro;Ryokan;Exploración;Baja;Si;3;08/04/2021;46;Vacaciones
244;Tailandia;Bangkok;Aventura;Gran Palacio;29186318;1895;6;Otoño;Ferry;Continental;Tailandés;Baht;Boutique;Exploración;Baja;Si;5;21/04/2023;71;Luna de Miel
245;España;Barcelona;Aventura;Sagrada Familia;46355152;4522;13;Primavera;Tren;Continental;Español;Euro;Hostales;Gastronomía;Alta;No;5;14/01/2023;47;Estudio
246;Tailandia;Bangkok;Playa;Gran Palacio;26392935;2378;13;Todo el año;Ferry;Húmedo;Tailandés;Baht;Boutique;Gastronomía;Baja;No;5;21/01/2024;49;Estudio
247;España;Barcelona;Religioso;Sagrada Familia;24979460;1799;14;Otoño;Avión;Desértico;Español;Euro;Resort;Anime;Baja;No;2;15/08/2022;18;Estudio
248;Australia;Sidney;Gastronómico;Ópera de Sidney;18764623;4329;5;Invierno;Ferry;Húmedo;Inglés;Dólar Australiano;Airbnb;Exploración;Alta;Si;1;19/10/2019;47;Vacaciones
249;Brasil;Río de Janeiro;Aventura;Copacabana;46105870;3921;6;Todo el año;Taxi;Tropical;Portugués;Real;Resort;Gastronomía;Baja;No;4;12/03/2023;51;Negocios
250;México;Cancún;Aventura;Playas del Caribe;33859752;2510;2;Verano;Bus;Tropical;Español;Peso;Camping;Compras;Baja;No;4;31/08/2022;27;Negocios
251;México;Cancún;Aventura;Playas del Caribe;31202133;4782;15;Invierno;Avión;Tropical;Español;Peso;Hoteles;Surf;Baja;No;4;28/10/2019;40;Aventura
252;Egipto;El Cairo;Tecnológico;Pirámides de Giza;31862016;789;7;Todo el año;Tren;Templado;Arabe;Libra Egipcia;Hoteles;Senderismo;Media;Si;5;29/01/2021;36;Luna de Miel
253;EE.UU.;Nueva York;Tecnológico;Times Square;26889006;2686;10;Verano;Bus;Continental;Inglés;Dólar;Resort;Museos;Media;No;5;12/06/2021;20;Estudio
254;España;Barcelona;Urbano;Sagrada Familia;26338450;1439;13;Verano;Tren;Tropical;Español;Euro;Ryokan;Anime;Media;No para UE;2;18/08/2020;50;Negocios
255;Francia;París;Cultural;Torre Eiffel;12804969;1917;3;Verano;Avión;Desértico;Francés;Euro;Cabañas;Religión;Media;No para UE;3;08/03/2022;77;Negocios
256;Japón;Tokio;Religioso;Akihabara;36280349;3974;8;Primavera;Avión;Húmedo;Japonés;Yen;Airbnb;Religión;Media;No;1;07/04/2023;32;Aventura
257;Tailandia;Bangkok;Cultural;Gran Palacio;13500011;1321;11;Verano;Bicicleta;Tropical;Tailandés;Baht;Hostales;Religión;Baja;No para UE;1;28/09/2021;56;Aventura
258;Italia;Roma;Urbano;Coliseo;23362740;3840;7;Invierno;Bicicleta;Desértico;Italiano;Euro;Boutique;Compras;Media;Si;1;10/10/2022;56;Negocios
259;España;Barcelona;Tecnológico;Sagrada Familia;15456950;4250;12;Todo el año;Ferry;Desértico;Español;Euro;Resort;Exploración;Baja;No para UE;3;03/07/2020;41;Vacaciones
260;España;Barcelona;Playa;Sagrada Familia;28003106;528;4;Otoño;Ferry;Continental;Español;Euro;Boutique;Gastronomía;Media;No para UE;2;08/06/2023;57;Estudio
261;México;Cancún;Religioso;Playas del Caribe;42895455;4110;11;Todo el año;Ferry;Templado;Español;Peso;Boutique;Senderismo;Baja;No;4;09/06/2021;76;Estudio
262;Brasil;Río de Janeiro;Religioso;Copacabana;11381778;4080;5;Primavera;Metro;Continental;Portugués;Real;Boutique;Anime;Baja;Si;2;04/11/2022;80;Estudio
263;Brasil;Río de Janeiro;Gastronómico;Copacabana;27160159;4714;7;Invierno;Metro;Húmedo;Portugués;Real;Cabañas;Religión;Alta;Si;1;19/02/2022;50;Aventura
264;Brasil;Río de Janeiro;Urbano;Copacabana;18309676;856;3;Primavera;Avión;Desértico;Portugués;Real;Boutique;Compras;Alta;No para UE;5;19/02/2019;60;Aventura
265;Brasil;Río de Janeiro;Religioso;Copacabana;47970842;2903;3;Primavera;Ferry;Templado;Portugués;Real;Ryokan;Senderismo;Baja;No para UE;4;07/08/2020;78;Negocios
266;Tailandia;Bangkok;Urbano;Gran Palacio;43533300;4204;14;Todo el año;Metro;Continental;Tailandés;Baht;Boutique;Exploración;Media;Si;4;22/09/2019;49;Estudio
267;Australia;Sidney;Gastronómico;Ópera de Sidney;20478315;1058;8;Todo el año;Avión;Continental;Inglés;Dólar Australiano;Ryokan;Anime;Baja;Si;1;07/05/2023;79;Luna de Miel
268;Japón;Tokio;Religioso;Akihabara;17630670;2426;11;Invierno;Taxi;Continental;Japonés;Yen;Camping;Religión;Alta;No para UE;1;09/11/2019;40;Vacaciones
269;Tailandia;Bangkok;Religioso;Gran Palacio;46308656;1854;12;Todo el año;Tren;Templado;Tailandés;Baht;Camping;Exploración;Alta;No para UE;3;31/08/2023;41;Luna de Miel
270;Egipto;El Cairo;Gastronómico;Pirámides de Giza;5742493;4662;7;Verano;Tren;Húmedo;Arabe;Libra Egipcia;Camping;Religión;Media;Si;1;24/06/2021;54;Negocios
271;Brasil;Río de Janeiro;Urbano;Copacabana;30706472;3945;15;Verano;Metro;Tropical;Portugués;Real;Hostales;Compras;Baja;No;3;03/11/2022;29;Negocios
272;Tailandia;Bangkok;Cultural;Gran Palacio;10747730;3540;5;Invierno;Ferry;Húmedo;Tailandés;Baht;Hostales;Compras;Baja;No para UE;1;16/10/2019;78;Vacaciones
273;México;Cancún;Tecnológico;Playas del Caribe;27338088;1076;10;Primavera;Ferry;Templado;Español;Peso;Boutique;Museos;Alta;No para UE;4;17/06/2020;65;Estudio
274;Italia;Roma;Aventura;Coliseo;23509254;3295;3;Invierno;Tren;Templado;Italiano;Euro;Boutique;Gastronomía;Baja;No;3;20/02/2020;20;Aventura
275;Francia;París;Histórico;Torre Eiffel;27117660;4092;8;Verano;Taxi;Desértico;Francés;Euro;Hostales;Religión;Baja;Si;4;16/01/2023;67;Vacaciones
276;Egipto;El Cairo;Playa;Pirámides de Giza;44805053;4080;2;Invierno;Bicicleta;Continental;Arabe;Libra Egipcia;Resort;Anime;Alta;No para UE;4;15/07/2019;70;Estudio
277;Italia;Roma;Aventura;Coliseo;6422578;4094;15;Todo el año;Bicicleta;Tropical;Italiano;Euro;Hoteles;Senderismo;Baja;No para UE;1;01/10/2023;65;Luna de Miel
278;México;Cancún;Histórico;Playas del Caribe;16666560;1579;15;Invierno;Bus;Tropical;Español;Peso;Cabañas;Surf;Alta;No para UE;4;22/11/2019;33;Estudio
279;Tailandia;Bangkok;Playa;Gran Palacio;13446153;1676;10;Otoño;Ferry;Continental;Tailandés;Baht;Resort;Museos;Alta;No para UE;1;26/09/2021;19;Luna de Miel
280;Italia;Roma;Histórico;Coliseo;28737990;3566;10;Todo el año;Metro;Continental;Italiano;Euro;Ryokan;Exploración;Alta;Si;1;15/11/2023;19;Luna de Miel
281;España;Barcelona;Gastronómico;Sagrada Familia;30866514;4129;6;Verano;Metro;Templado;Español;Euro;Ryokan;Exploración;Media;No para UE;4;13/02/2024;78;Vacaciones
282;España;Barcelona;Tecnológico;Sagrada Familia;12162303;1585;15;Invierno;Tren;Tropical;Español;Euro;Ryokan;Surf;Baja;No para UE;5;31/12/2019;65;Negocios
283;EE.UU.;Nueva York;Tecnológico;Times Square;13260896;1758;15;Verano;Tren;Húmedo;Inglés;Dólar;Ryokan;Museos;Baja;No para UE;5;19/01/2021;20;Aventura
284;Tailandia;Bangkok;Tecnológico;Gran Palacio;27629651;816;7;Otoño;Bus;Continental;Tailandés;Baht;Cabañas;Compras;Media;Si;2;21/12/2020;35;Aventura
285;Italia;Roma;Aventura;Coliseo;24068629;4451;5;Verano;Bus;Templado;Italiano;Euro;Resort;Compras;Alta;No para UE;2;09/01/2021;61;Vacaciones
286;Tailandia;Bangkok;Tecnológico;Gran Palacio;5638050;521;7;Invierno;Avión;Templado;Tailandés;Baht;Cabañas;Exploración;Baja;No para UE;1;04/01/2019;29;Vacaciones
287;Australia;Sidney;Tecnológico;Ópera de Sidney;34996764;2851;8;Verano;Ferry;Continental;Inglés;Dólar Australiano;Camping;Religión;Baja;No para UE;3;10/02/2022;24;Estudio
